Lead ID,Lead Source,Lead Status,Date of Lead Generation,Date of Last Contact,Sales Amount,Region,Salesperson,Conversion Date,Lead Qualification,Course Type,Follow-up Status,Marketing Campaign,Lead Score,Student Type,
4b5300b2-caca-43ff-9812-5ece7d96cb57,Social Media,Converted,15-03-2025,25-05-2025,4712,South,Priya,14-02-2025,Unqualified,Data Analytics,No Follow-up,Organic Search,85,Student,
1e1100a3-fd97-401e-9f0a-0de898b2c145,Google Ads,Contacted,10-02-2025,06-03-2025,0,North,John,,Qualified,Salesforce,Pending Follow-up,Organic Search,84,Fresher,
dd1513e2-4fa9-4081-a947-434d3df8321d,Organic,Converted,26-02-2025,01-02-2025,2407,West,Raj,03-06-2025,Unqualified,Data Analytics,Follow-up Scheduled,Google Ads Campaign,93,Fresher,
d34826a1-0445-4b9b-81ea-a60250ec03da,Google Ads,Lost,21-07-2025,21-07-2025,0,West,Raj,,Unqualified,Java Full Stack,Follow-up Scheduled,Organic Search,30,Working Professional,
b51327be-0e08-4f97-abde-50a0253e63f3,Referral,Lost,15-06-2025,15-06-2025,0,North,Raj,,Qualified,Data Analytics,Pending Follow-up,Google Ads Campaign,70,Student,
cfc96cdc-815a-4138-a9e6-a282f51c797b,Google Ads,Contacted,04-03-2025,12-02-2025,0,South,Mary,,Qualified,Power BI,Contacted,Organic Search,57,Fresher,
0a693eb9-fa8d-4790-967f-e15b82619201,Social Media,Converted,27-01-2025,24-09-2025,2349,West,Priya,02-05-2025,Unqualified,Data Analytics,Pending Follow-up,Organic Search,64,Working Professional,
147b7d87-dbd3-4355-a42e-117ffdfbedbb,Social Media,Converted,13-02-2025,30-08-2025,3432,East,John,06-06-2025,Unqualified,Salesforce,No Follow-up,Referral Program,67,Student,
0c379398-d6cb-43e2-a58e-6d5af05aa6f8,Referral,Lost,15-05-2025,15-05-2025,0,East,John,,Qualified,Power BI,Pending Follow-up,Organic Search,31,Working Professional,
6f13f784-4797-45c1-b9ab-e0a1b9f44cd7,Organic,Converted,01-01-2025,12-03-2025,2162,South,Raj,02-05-2025,Qualified,Data Analytics,No Follow-up,Facebook Ads,36,Student,
d306fdb7-9009-47a2-8f7a-501eb4a9d0e9,Organic,Converted,07-06-2025,14-03-2025,4736,South,Raj,30-06-2025,Unqualified,Data Analytics,No Follow-up,Facebook Ads,38,Working Professional,
9590df60-716c-4ddf-b89f-e9abb8d37b71,Google Ads,Lost,02-04-2025,02-04-2025,0,South,Priya,,Qualified,Salesforce,Pending Follow-up,Google Ads Campaign,51,Working Professional,
d5eba5db-4205-492f-a3f4-d000d50c932c,Referral,Converted,10-06-2025,31-01-2025,4068,East,Mary,26-01-2025,Qualified,Java Full Stack,Contacted,Google Ads Campaign,58,Student,
2b9ce9d9-1eab-4ace-a377-4d6878af3940,Organic,Converted,04-01-2025,04-05-2025,4504,North,Raj,13-07-2025,Unqualified,Data Analytics,Contacted,Referral Program,42,Student,
e25a690d-e273-4b9d-9dcd-8f043adb2803,Google Ads,Contacted,26-05-2025,27-05-2025,0,North,John,,Qualified,Power BI,Pending Follow-up,Organic Search,67,Student,
1ab65816-0098-43ba-bc6a-607b938f08c2,Google Ads,Contacted,24-06-2025,30-01-2025,0,North,Raj,,Qualified,Data Analytics,Contacted,Google Ads Campaign,66,Fresher,
823b2996-4c09-42f7-8615-3416cf94bfd2,Organic,Converted,05-09-2025,06-08-2025,3832,North,John,02-02-2025,Qualified,Data Analytics,Follow-up Scheduled,Referral Program,45,Student,
d3a1eca6-557d-4374-b03a-a3d4a685129d,Social Media,Lost,26-03-2025,26-03-2025,0,North,Mary,,Unqualified,Power BI,Pending Follow-up,Google Ads Campaign,73,Student,
4eeac773-7f58-4099-b6dd-e1f84c105068,Google Ads,Converted,17-05-2025,04-06-2025,2236,East,John,30-03-2025,Unqualified,Data Analytics,Follow-up Scheduled,Organic Search,49,Working Professional,
62f56a29-7f1b-491c-9c77-df1250e87e28,Organic,Converted,27-09-2025,12-02-2025,2110,North,Priya,16-07-2025,Unqualified,Java Full Stack,No Follow-up,Referral Program,56,Fresher,
7bf0a25a-76fe-49d6-a2c9-e9dfdd5dd6ee,Organic,Lost,29-03-2025,29-03-2025,0,South,Mary,,Qualified,Power BI,Contacted,Organic Search,49,Student,
9a3f4a56-d48d-4970-a840-c5f8ed450c88,Organic,Lost,05-01-2025,05-01-2025,0,North,Raj,,Qualified,Data Analytics,Follow-up Scheduled,Google Ads Campaign,87,Working Professional,
8e6309f0-e51d-4e92-af27-0b87a64b56db,Google Ads,Converted,07-02-2025,08-03-2025,4689,North,Mary,05-01-2025,Qualified,Salesforce,Follow-up Scheduled,Organic Search,60,Working Professional,
602f9971-e821-4188-a084-3482108f3f83,Social Media,Contacted,29-09-2025,11-06-2025,0,South,John,,Unqualified,Power BI,No Follow-up,Google Ads Campaign,46,Working Professional,
13ba4405-db30-42be-a0c0-4c55dca1606e,Referral,Lost,19-01-2025,19-01-2025,0,East,Priya,,Qualified,Salesforce,No Follow-up,Google Ads Campaign,84,Working Professional,
41be0fa6-e563-4bae-a44b-c77b2a5efa8d,Referral,Lost,17-03-2025,17-03-2025,0,North,Raj,,Qualified,Data Analytics,Contacted,Organic Search,62,Student,
e6684325-ee24-4091-9bdf-b2210981b675,Referral,Converted,09-08-2025,11-06-2025,4845,East,Raj,10-05-2025,Qualified,Salesforce,Follow-up Scheduled,Facebook Ads,31,Student,
8581bbce-7f22-4769-9226-1be9284f8520,Organic,Contacted,14-05-2025,04-08-2025,0,East,Mary,,Qualified,Data Analytics,Follow-up Scheduled,Facebook Ads,43,Student,
947e7904-ee65-4542-b4b4-e2c0a817aeec,Referral,Converted,21-03-2025,13-06-2025,2949,East,Priya,21-09-2025,Unqualified,Salesforce,Contacted,Referral Program,78,Working Professional,
31e5a70f-237d-48e4-be43-6e6e820f5a04,Organic,Contacted,02-08-2025,01-02-2025,0,South,John,,Qualified,Power BI,Follow-up Scheduled,Facebook Ads,55,Student,
d0a4b726-23d2-4e15-9d69-9a228f62520f,Google Ads,Converted,17-04-2025,01-05-2025,3184,East,Mary,26-01-2025,Qualified,Salesforce,Follow-up Scheduled,Google Ads Campaign,42,Student,
5a61d6a6-cded-48e3-8251-550cc8124b85,Organic,Contacted,25-07-2025,12-03-2025,0,North,Raj,,Qualified,Java Full Stack,No Follow-up,Facebook Ads,88,Fresher,
9513463d-602f-47b6-989d-df91dd00565d,Social Media,Contacted,17-08-2025,26-02-2025,0,South,Mary,,Unqualified,Power BI,No Follow-up,Organic Search,44,Student,
ab7b161e-14dd-41a3-ad79-5b4fb50c1dff,Google Ads,Converted,27-05-2025,25-06-2025,3166,South,John,02-05-2025,Unqualified,Java Full Stack,No Follow-up,Organic Search,69,Fresher,
de144ff4-b01a-46fe-b18a-a944f297c675,Google Ads,Lost,04-10-2025,04-10-2025,0,East,Raj,,Qualified,Power BI,Contacted,Referral Program,88,Student,
237e4811-ad85-41af-8e39-a706d73e798e,Google Ads,Converted,26-08-2025,19-05-2025,4544,South,Mary,11-06-2025,Unqualified,Data Analytics,Pending Follow-up,Google Ads Campaign,41,Fresher,
8d1082b1-e2ef-40de-94a0-82052c2a042d,Google Ads,Converted,04-07-2025,05-10-2025,3281,East,Mary,27-09-2025,Unqualified,Data Analytics,No Follow-up,Google Ads Campaign,69,Fresher,
2c60e58b-6799-42ca-a0c8-c6993aae0e97,Organic,Contacted,07-02-2025,06-04-2025,0,West,Priya,,Unqualified,Power BI,No Follow-up,Organic Search,36,Fresher,
8097059a-0012-4c82-aae3-56143480f938,Social Media,Converted,01-07-2025,20-04-2025,2057,South,Raj,22-06-2025,Qualified,Java Full Stack,No Follow-up,Organic Search,73,Fresher,
252db2fb-0ccc-42b5-987b-232646bacdf9,Referral,Converted,09-04-2025,07-01-2025,4624,West,Mary,28-09-2025,Qualified,Java Full Stack,Pending Follow-up,Google Ads Campaign,64,Working Professional,
77195bfd-4603-41a8-b26d-f85c0c7534cd,Referral,Converted,05-07-2025,15-07-2025,2978,East,Mary,11-07-2025,Qualified,Power BI,Follow-up Scheduled,Organic Search,70,Fresher,
3d72c2e4-9fd1-4ac5-8641-5259bff9f51f,Referral,Contacted,18-09-2025,30-08-2025,0,North,Raj,,Qualified,Java Full Stack,No Follow-up,Organic Search,57,Fresher,
0feac74e-d78a-4f5e-92b5-7880f71fe72f,Google Ads,Contacted,07-08-2025,29-08-2025,0,North,Raj,,Unqualified,Data Analytics,Contacted,Google Ads Campaign,45,Student,
da991830-246c-47f4-81a2-dc34020fae10,Organic,Converted,29-03-2025,19-06-2025,4628,North,Priya,29-09-2025,Unqualified,Salesforce,No Follow-up,Facebook Ads,74,Working Professional,
cf058e56-9b40-4001-9002-fc438724d829,Social Media,Contacted,23-03-2025,11-02-2025,0,East,Mary,,Qualified,Salesforce,Pending Follow-up,Google Ads Campaign,90,Fresher,
742424e3-7970-4a90-8c47-de3209a4b880,Google Ads,Converted,16-02-2025,19-07-2025,4434,East,Priya,18-01-2025,Qualified,Salesforce,Contacted,Google Ads Campaign,54,Student,
044668fc-1e0f-4225-83f6-4f090f18e2eb,Social Media,Contacted,22-07-2025,20-04-2025,0,East,Priya,,Qualified,Java Full Stack,No Follow-up,Organic Search,51,Fresher,
10ff1f73-0e8f-450f-bbdb-38850f3e1078,Social Media,Lost,20-03-2025,20-03-2025,0,East,Priya,,Qualified,Data Analytics,No Follow-up,Referral Program,65,Fresher,
3a685e45-86ad-4d47-b24d-1a2b0456b34b,Social Media,Converted,25-06-2025,26-03-2025,2841,West,Mary,27-01-2025,Unqualified,Power BI,Follow-up Scheduled,Referral Program,70,Student,
134ef0ab-e301-456e-8109-2f3da5aa3385,Google Ads,Contacted,12-03-2025,19-04-2025,0,East,Mary,,Qualified,Salesforce,No Follow-up,Google Ads Campaign,52,Student,
0e067b61-e1b7-47f8-93b5-d56059962c86,Google Ads,Lost,26-09-2025,26-09-2025,0,West,Raj,,Unqualified,Java Full Stack,No Follow-up,Facebook Ads,91,Student,
d319560b-8441-4d4f-aa92-ca3659c5a6d1,Social Media,Converted,11-05-2025,10-08-2025,3138,South,Raj,20-05-2025,Qualified,Salesforce,Follow-up Scheduled,Google Ads Campaign,48,Working Professional,
ba48f08b-0980-4d5b-bfb5-1bfa76271504,Organic,Converted,26-05-2025,11-02-2025,2947,North,Raj,28-04-2025,Qualified,Data Analytics,Pending Follow-up,Facebook Ads,71,Student,
311c426c-df41-44ce-8f7a-09d72b172513,Social Media,Lost,09-08-2025,09-08-2025,0,South,Raj,,Qualified,Power BI,Pending Follow-up,Referral Program,91,Fresher,
03cd9597-a7cb-4fb7-bbce-02fb999e266d,Organic,Contacted,10-09-2025,14-04-2025,0,West,Mary,,Qualified,Salesforce,No Follow-up,Organic Search,84,Student,
562f8014-5846-41d9-952d-848022aa0ebe,Social Media,Converted,04-07-2025,10-08-2025,2009,West,Mary,27-01-2025,Qualified,Java Full Stack,Contacted,Referral Program,49,Fresher,
4f1e44a9-bc18-406b-b01f-be7d7208946c,Google Ads,Contacted,21-01-2025,11-07-2025,0,East,Mary,,Unqualified,Data Analytics,Contacted,Facebook Ads,31,Fresher,
2064c017-8677-4489-a32d-2a6df2747729,Referral,Lost,07-05-2025,07-05-2025,0,North,Priya,,Qualified,Java Full Stack,Follow-up Scheduled,Organic Search,52,Fresher,
02716414-b3bf-410c-a071-1de0f59c7b9b,Organic,Lost,19-06-2025,19-06-2025,0,East,Raj,,Unqualified,Data Analytics,Pending Follow-up,Organic Search,69,Working Professional,
79c0eb71-9ba1-4199-adac-8dc50429ca55,Social Media,Lost,13-02-2025,13-02-2025,0,West,Raj,,Qualified,Salesforce,Pending Follow-up,Organic Search,91,Student,
03ff9124-750f-4e8f-9431-5370624108b8,Social Media,Converted,03-07-2025,08-07-2025,2183,South,Raj,01-04-2025,Unqualified,Power BI,No Follow-up,Google Ads Campaign,44,Student,
f19484fa-28c7-47d1-bafd-24e2398e35a6,Social Media,Lost,23-01-2025,23-01-2025,0,North,Priya,,Qualified,Power BI,Contacted,Referral Program,38,Fresher,
0b9ff4db-72d0-42b8-b491-78ab2a6fc908,Social Media,Lost,13-04-2025,13-04-2025,0,West,Mary,,Qualified,Java Full Stack,Pending Follow-up,Organic Search,50,Student,
f2647426-d0d6-4e0f-99f1-1a4dcb858965,Social Media,Lost,17-07-2025,17-07-2025,0,West,Mary,,Unqualified,Java Full Stack,Pending Follow-up,Referral Program,58,Working Professional,
c1dcf691-bdd2-4466-8386-c807e98def28,Organic,Converted,20-02-2025,15-02-2025,2480,West,John,23-06-2025,Unqualified,Data Analytics,Follow-up Scheduled,Organic Search,39,Working Professional,
c97b887c-b6d8-4a48-a349-1768e4f3a585,Organic,Lost,31-03-2025,31-03-2025,0,South,Mary,,Qualified,Power BI,Pending Follow-up,Google Ads Campaign,77,Working Professional,
8271b3db-81ed-46f5-afdc-b8d38bb1a2f2,Referral,Contacted,19-09-2025,26-09-2025,0,North,Mary,,Unqualified,Salesforce,Contacted,Referral Program,64,Working Professional,
f7006e6d-13d0-42f6-b991-c3abc2037395,Google Ads,Converted,14-03-2025,06-01-2025,2615,West,John,20-01-2025,Qualified,Salesforce,Follow-up Scheduled,Organic Search,66,Student,
d723ba6c-bfae-477e-98e7-fdcdd0150357,Organic,Contacted,25-04-2025,02-04-2025,0,North,John,,Qualified,Data Analytics,Follow-up Scheduled,Referral Program,50,Student,
ab9a0d16-41dd-4d0f-9a90-11f86cd91325,Organic,Contacted,04-10-2025,12-04-2025,0,West,Priya,,Qualified,Power BI,No Follow-up,Facebook Ads,32,Working Professional,
2163b1a7-e8c0-4cd9-9ef8-b1e0753737eb,Google Ads,Converted,08-03-2025,24-05-2025,4548,North,Mary,05-03-2025,Qualified,Salesforce,Pending Follow-up,Organic Search,63,Student,
d018d6c9-3722-4632-b315-203f18766b4e,Google Ads,Converted,25-04-2025,21-02-2025,4591,West,Raj,09-02-2025,Qualified,Power BI,Contacted,Referral Program,56,Working Professional,
0dd899ad-6891-4964-8b6f-9078c1cd9311,Social Media,Converted,04-08-2025,02-09-2025,4208,South,Priya,19-01-2025,Qualified,Data Analytics,Contacted,Organic Search,94,Student,
37a1a462-17d4-45ae-82b1-748c4414923b,Organic,Converted,14-06-2025,11-10-2025,3115,West,Priya,21-05-2025,Unqualified,Data Analytics,Contacted,Referral Program,57,Working Professional,
bf45a38c-b950-4892-97f6-93897f4de478,Social Media,Lost,06-07-2025,06-07-2025,0,East,Raj,,Unqualified,Salesforce,Pending Follow-up,Facebook Ads,47,Student,
93fe3cad-3a32-4aca-840f-f147f7e8ac06,Referral,Converted,23-07-2025,14-02-2025,4363,North,John,14-05-2025,Qualified,Java Full Stack,Pending Follow-up,Facebook Ads,40,Student,
78f0e130-07f4-4613-96a2-94eabc861acd,Google Ads,Contacted,02-05-2025,19-06-2025,0,North,Mary,,Unqualified,Power BI,No Follow-up,Google Ads Campaign,74,Student,
89b34cc8-6645-4c83-8e62-193eb9780f8c,Referral,Lost,10-06-2025,10-06-2025,0,North,Priya,,Qualified,Power BI,No Follow-up,Facebook Ads,61,Student,
4658a3b9-063f-4a9e-a64f-4eb3a0a9f783,Organic,Converted,11-07-2025,03-05-2025,4505,East,John,23-03-2025,Qualified,Java Full Stack,Pending Follow-up,Google Ads Campaign,47,Working Professional,
a2c14eca-ca7e-42e0-9cf1-78a9f55e5c9d,Referral,Lost,14-01-2025,14-01-2025,0,West,Raj,,Unqualified,Data Analytics,Follow-up Scheduled,Google Ads Campaign,32,Working Professional,
873654cc-ce2a-4a22-b72d-e82f0aaf71db,Organic,Lost,23-08-2025,23-08-2025,0,South,Priya,,Unqualified,Data Analytics,Pending Follow-up,Referral Program,88,Working Professional,
27a88f71-acd8-460b-84fd-4395d5d96c81,Organic,Lost,17-07-2025,17-07-2025,0,West,Priya,,Unqualified,Salesforce,Follow-up Scheduled,Organic Search,74,Student,
bfa7aef8-6ec6-44dd-a9ac-784d6c88a119,Google Ads,Converted,17-03-2025,27-06-2025,3319,West,Mary,23-09-2025,Unqualified,Data Analytics,No Follow-up,Referral Program,80,Working Professional,
fa15da99-73a3-4485-9690-829fa3d59d8d,Organic,Lost,18-09-2025,18-09-2025,0,East,Raj,,Unqualified,Java Full Stack,Follow-up Scheduled,Facebook Ads,78,Student,
a9227143-39c3-490c-98f3-5b9754e4440f,Google Ads,Converted,13-04-2025,27-02-2025,3061,West,Priya,23-05-2025,Unqualified,Java Full Stack,Pending Follow-up,Referral Program,81,Working Professional,
81513966-deab-4ec2-978a-1934e384a128,Google Ads,Converted,12-08-2025,12-03-2025,2225,East,Raj,20-06-2025,Unqualified,Java Full Stack,Contacted,Organic Search,47,Working Professional,
00b74fc9-9b1c-4823-b43a-dc659570a8eb,Organic,Lost,28-09-2025,28-09-2025,0,West,Priya,,Qualified,Power BI,Pending Follow-up,Organic Search,58,Fresher,
365a91e8-ef64-43a2-b2e9-cc4f0bc09b2d,Organic,Contacted,21-09-2025,17-03-2025,0,South,Priya,,Unqualified,Java Full Stack,Contacted,Facebook Ads,76,Fresher,
6c93a5d7-9e80-4a87-8fb2-ad812f8444ee,Social Media,Converted,13-10-2025,17-06-2025,3504,West,Priya,09-06-2025,Qualified,Data Analytics,No Follow-up,Referral Program,48,Working Professional,
7bbf9a26-6b15-4c87-b4fc-e2c3fb475541,Referral,Converted,27-06-2025,31-07-2025,2511,West,Raj,24-09-2025,Unqualified,Salesforce,Pending Follow-up,Organic Search,33,Student,
81da66fe-1cfb-4cb6-9d28-c3a9679893b9,Google Ads,Contacted,23-04-2025,18-04-2025,0,North,Priya,,Unqualified,Salesforce,Pending Follow-up,Referral Program,47,Fresher,
8aff68b9-047a-45ac-823f-a85abbb4263f,Organic,Converted,07-09-2025,17-02-2025,2158,North,Raj,31-01-2025,Unqualified,Power BI,Pending Follow-up,Facebook Ads,90,Student,
9aed7f65-add7-40f8-81b0-231031c25cbc,Social Media,Converted,27-02-2025,14-03-2025,4567,South,Mary,02-04-2025,Unqualified,Data Analytics,Follow-up Scheduled,Google Ads Campaign,85,Working Professional,
bff1adc4-a35d-4c49-9de2-48d465ebede1,Organic,Contacted,16-05-2025,14-04-2025,0,East,Raj,,Qualified,Data Analytics,Contacted,Referral Program,94,Working Professional,
2bf2a3b3-efd0-4e70-831b-d4830aa1ea8a,Referral,Contacted,15-09-2025,18-06-2025,0,South,Raj,,Qualified,Java Full Stack,Pending Follow-up,Facebook Ads,32,Student,
702715ab-50f1-4854-9f33-5f2a71773112,Referral,Contacted,24-07-2025,03-02-2025,0,East,John,,Qualified,Power BI,Contacted,Facebook Ads,79,Student,
115f7abd-d43c-41c4-af81-27757176e47d,Google Ads,Contacted,21-08-2025,29-01-2025,0,East,John,,Qualified,Data Analytics,No Follow-up,Referral Program,43,Working Professional,
3bdb9069-c2ec-4eab-981a-4197abd7864d,Organic,Converted,06-10-2025,01-08-2025,4972,West,Priya,25-09-2025,Unqualified,Data Analytics,Follow-up Scheduled,Facebook Ads,30,Student,
271c8137-971d-46b0-96ed-e8210feb8334,Google Ads,Lost,21-06-2025,21-06-2025,0,East,Mary,,Qualified,Java Full Stack,Follow-up Scheduled,Facebook Ads,83,Student,
f51637b0-f0bc-4f7f-9e92-724a2d492920,Google Ads,Lost,03-04-2025,03-04-2025,0,East,Raj,,Qualified,Java Full Stack,Pending Follow-up,Referral Program,69,Fresher,
e708caf7-6b13-4a84-9891-94163c3be57e,Referral,Lost,04-02-2025,04-02-2025,0,South,John,,Qualified,Java Full Stack,Follow-up Scheduled,Organic Search,58,Working Professional,
d0ca85ec-5778-4fe8-9444-55ccbe3fd37e,Organic,Contacted,02-10-2025,24-08-2025,0,West,Raj,,Unqualified,Java Full Stack,Follow-up Scheduled,Facebook Ads,89,Working Professional,
23afc889-0872-4019-bea0-faec3eb8660e,Social Media,Contacted,14-06-2025,31-05-2025,0,South,Raj,,Unqualified,Salesforce,Contacted,Referral Program,46,Working Professional,
4ad09754-60b9-443c-a269-bc17d7272153,Social Media,Lost,21-07-2025,21-07-2025,0,West,Priya,,Qualified,Power BI,No Follow-up,Google Ads Campaign,77,Student,
32784d7f-c349-4972-a906-d767b7d781ee,Organic,Converted,27-06-2025,09-05-2025,3940,South,Raj,13-04-2025,Qualified,Java Full Stack,Follow-up Scheduled,Referral Program,83,Student,
b5f778cb-1037-4641-891d-7054ca0ab9d6,Social Media,Converted,11-05-2025,16-09-2025,3948,East,Priya,17-08-2025,Unqualified,Data Analytics,Contacted,Organic Search,60,Working Professional,
d715714e-e196-4316-9647-8806357dafdd,Referral,Converted,15-03-2025,04-04-2025,4027,East,John,29-08-2025,Unqualified,Data Analytics,Follow-up Scheduled,Google Ads Campaign,32,Student,
d24f5c5c-6b03-4e58-b917-d428720feca7,Social Media,Converted,18-02-2025,06-10-2025,3638,North,John,20-04-2025,Qualified,Power BI,No Follow-up,Facebook Ads,46,Fresher,
5bdd4c63-7497-4628-a99f-ec8cf79a0377,Organic,Lost,20-08-2025,20-08-2025,0,South,Raj,,Qualified,Data Analytics,Follow-up Scheduled,Facebook Ads,75,Fresher,
d0d99d90-52e4-4989-a276-c10838bd1918,Google Ads,Lost,16-10-2025,16-10-2025,0,West,John,,Unqualified,Data Analytics,Follow-up Scheduled,Organic Search,94,Student,
40496de0-e5fe-4949-ba29-5911f90d036b,Organic,Converted,17-01-2025,20-07-2025,3442,North,John,20-09-2025,Unqualified,Salesforce,Pending Follow-up,Organic Search,51,Working Professional,
39773e65-d091-412f-b0c7-cd209cca0beb,Referral,Contacted,01-02-2025,03-05-2025,0,North,John,,Unqualified,Data Analytics,No Follow-up,Facebook Ads,87,Working Professional,
51f16662-ad49-425d-8f68-ab58da6f9896,Social Media,Contacted,08-01-2025,22-03-2025,0,North,Mary,,Qualified,Salesforce,Contacted,Organic Search,92,Fresher,
3256af96-143c-46a5-b453-9c54bac2d5e3,Referral,Lost,24-01-2025,24-01-2025,0,South,Raj,,Qualified,Power BI,No Follow-up,Organic Search,61,Working Professional,
0cf725c4-27dd-4f2b-9aeb-fcf3add652ac,Google Ads,Converted,31-03-2025,14-09-2025,4905,West,Priya,06-06-2025,Qualified,Power BI,No Follow-up,Facebook Ads,32,Fresher,
a7074d19-8d24-46c8-9fe0-c92580988020,Google Ads,Lost,22-05-2025,22-05-2025,0,South,John,,Unqualified,Power BI,No Follow-up,Referral Program,34,Fresher,
f9fa8c97-83cb-4145-960a-8da9b1d5b65f,Organic,Contacted,10-04-2025,17-09-2025,0,South,Raj,,Qualified,Power BI,Contacted,Facebook Ads,70,Working Professional,
4a688be6-8040-407f-b4c2-b46907346feb,Organic,Converted,14-08-2025,25-02-2025,4734,North,Priya,13-03-2025,Unqualified,Java Full Stack,Contacted,Referral Program,60,Student,
c6ac3765-7362-4c5b-919d-ed90677237fb,Social Media,Converted,23-01-2025,09-09-2025,4296,South,John,15-01-2025,Qualified,Salesforce,No Follow-up,Referral Program,79,Student,
e9d2da49-30e6-486c-825b-24a210698cc7,Google Ads,Contacted,18-05-2025,27-02-2025,0,East,John,,Qualified,Salesforce,No Follow-up,Referral Program,80,Student,
84bd8789-9e63-4cd3-b225-e1d1d2c70237,Google Ads,Contacted,18-02-2025,03-06-2025,0,South,Mary,,Qualified,Salesforce,Contacted,Google Ads Campaign,91,Student,
c4ca3024-d968-4310-8376-356a672d7407,Google Ads,Contacted,09-10-2025,07-09-2025,0,South,Priya,,Unqualified,Power BI,Contacted,Google Ads Campaign,60,Working Professional,
0131e0b7-242b-4fe7-b407-c96a2ec27b51,Organic,Converted,28-06-2025,06-02-2025,2690,North,Raj,13-04-2025,Unqualified,Data Analytics,Contacted,Referral Program,64,Fresher,
246c0cdc-8535-49af-84f3-f7e04a4472d5,Social Media,Lost,20-03-2025,20-03-2025,0,East,John,,Qualified,Power BI,Follow-up Scheduled,Facebook Ads,31,Student,
39980f23-dfa7-43ac-a586-8bd148edfafe,Google Ads,Converted,02-04-2025,15-01-2025,3502,West,Priya,06-07-2025,Unqualified,Power BI,Contacted,Facebook Ads,61,Fresher,
9034ea9e-fd7e-4b95-90bc-d58607900225,Social Media,Lost,07-02-2025,07-02-2025,0,South,John,,Unqualified,Power BI,Follow-up Scheduled,Organic Search,93,Fresher,
af232fb9-c0df-469b-be49-05869ce1ab0f,Organic,Converted,11-07-2025,04-05-2025,2117,East,Mary,07-01-2025,Unqualified,Data Analytics,Follow-up Scheduled,Organic Search,41,Student,
ab6f68cd-2a88-4602-85ff-ee1a3731f5aa,Social Media,Converted,16-07-2025,18-05-2025,3234,South,Raj,24-07-2025,Qualified,Java Full Stack,Pending Follow-up,Google Ads Campaign,34,Working Professional,
7b97efff-a6c2-4249-a6b6-4fa0305bd98c,Social Media,Lost,28-06-2025,28-06-2025,0,East,Mary,,Qualified,Data Analytics,No Follow-up,Referral Program,87,Working Professional,
8c81f59d-cb23-4163-8a7e-3066b6037ec3,Referral,Contacted,13-06-2025,27-04-2025,0,South,Mary,,Unqualified,Java Full Stack,No Follow-up,Google Ads Campaign,94,Fresher,
6533dcc4-e2a7-4fe9-89cc-b1b83a9f8a36,Social Media,Converted,07-04-2025,24-05-2025,2449,East,Mary,12-08-2025,Qualified,Data Analytics,Pending Follow-up,Organic Search,64,Student,
98d55742-37c6-4390-87ec-617de63be054,Google Ads,Converted,24-09-2025,27-02-2025,2657,West,Mary,10-05-2025,Unqualified,Power BI,Contacted,Google Ads Campaign,64,Fresher,
7b8974a4-e7f2-443c-96ae-3a6898702ab4,Organic,Lost,22-01-2025,22-01-2025,0,West,John,,Qualified,Java Full Stack,Pending Follow-up,Google Ads Campaign,33,Student,
08363d09-5176-4fa9-a2aa-10f6f1d11d2d,Referral,Lost,21-07-2025,21-07-2025,0,South,John,,Qualified,Data Analytics,Contacted,Organic Search,53,Student,
e1fbcbcd-c9c7-4442-b678-91f18651598a,Google Ads,Converted,29-09-2025,10-07-2025,3529,South,Mary,09-04-2025,Qualified,Java Full Stack,Contacted,Google Ads Campaign,38,Fresher,
ebe23c0d-50af-443c-8487-576057e50f21,Referral,Lost,13-10-2025,13-10-2025,0,North,Priya,,Unqualified,Power BI,Pending Follow-up,Referral Program,76,Fresher,
36b866d6-2c80-4ea7-8533-0f99cf660f37,Google Ads,Converted,28-07-2025,31-03-2025,4422,West,John,31-07-2025,Unqualified,Salesforce,Pending Follow-up,Referral Program,40,Fresher,
8038ed2e-ba32-4256-9eb3-c52efc300ea1,Google Ads,Contacted,19-09-2025,02-03-2025,0,North,Raj,,Unqualified,Java Full Stack,Pending Follow-up,Google Ads Campaign,35,Fresher,
e1dcc406-21a7-4228-a1a7-6793075425dc,Google Ads,Contacted,28-04-2025,15-06-2025,0,East,Raj,,Qualified,Power BI,Follow-up Scheduled,Facebook Ads,87,Student,
7b44c3bc-baf9-4199-bf12-b51f44816f04,Organic,Converted,18-01-2025,03-01-2025,4336,West,Raj,22-07-2025,Qualified,Power BI,No Follow-up,Facebook Ads,41,Working Professional,
f1acbda2-2db3-47ac-b773-178df0dcd8e0,Organic,Lost,07-03-2025,07-03-2025,0,West,Raj,,Unqualified,Java Full Stack,No Follow-up,Google Ads Campaign,91,Student,
8416ace1-8f82-4a96-9504-49cdd6e0fa36,Referral,Lost,09-10-2025,09-10-2025,0,North,Mary,,Qualified,Power BI,Follow-up Scheduled,Google Ads Campaign,47,Student,
529ddaf1-1376-4a6c-9a2e-b3343b9034cd,Organic,Lost,10-05-2025,10-05-2025,0,West,Priya,,Unqualified,Salesforce,Follow-up Scheduled,Referral Program,91,Working Professional,
12e94d87-181f-4aaf-9b93-3340256fbef0,Organic,Contacted,04-05-2025,31-01-2025,0,North,Priya,,Qualified,Power BI,Follow-up Scheduled,Organic Search,69,Working Professional,
